s_AB,s_zeta
1.91946354,1.63558106
0.77709355,0.17749426
1.42958573,1.29942966
0.04395451,1.33128565
1.35510336,1.45395035
0.78213705,0.71624964
0.39674405,0.92431679
0.95588789,1.28468955
1.33281609,0.42514337
0.89611395,1.35791246
0.59583376,0.34677926
0.31638747,1.05744587
1.06551516,1.03070464
1.79583064,1.65058923
0.05795191,0.87839467
1.55987067,0.96367986
1.13783578,0.61738340
0.92446682,1.83571111
1.30743558,0.33018133
0.99087872,1.04943599
0.81663460,1.21575306
1.43836705,0.97205313
0.02158227,0.63773609
1.43128795,1.30562482
2.32426353,0.62331207
1.33263071,0.83276988
1.17288674,1.02857903
0.39983551,2.02734246
1.29156292,0.67741837
1.23686001,1.02097533
0.64729803,1.04506076
1.18117178,0.76595076
1.15399385,0.34381475
0.49617561,1.38374216
1.26497356,1.25249602
1.84374082,0.83605646
0.06095179,1.13300481
0.89089708,0.34766243
0.67259190,1.78453876
0.78972762,1.20331766
1.70255819,0.48242078
0.82828397,1.02180635
1.43886290,1.33094357
0.35952326,1.11069622
0.25451247,1.11247493
1.63467420,0.34807374
1.31225489,0.82477029
0.62412703,1.11819845
0.75925341,0.85892275
0.77795684,1.14320176
0.83022723,1.45941758
1.88847990,1.13457216
0.63847720,0.99797903
0.39809659,0.88251119
1.37829424,0.59372472
0.76051969,1.42830146
0.65934543,0.60482286
1.45733173,0.90447669
0.64473456,1.14956183
2.05195406,1.48396336
0.75264376,0.48304202
0.35654897,0.57980640
0.70104030,1.58750477
1.53372108,0.61632339
1.16227488,2.26226953
0.70603397,0.13729278
1.17382836,1.38523165
0.21150609,0.20571466
0.58488208,1.48933353
1.44101651,0.86500356
1.71771406,1.04586245
1.22089006,0.17971833
0.28296234,1.52206492
1.34911096,1.38480940
1.21488603,0.91580346
0.52684844,1.49766475
0.95939277,0.64022621
2.07607739,0.65415659
0.92271671,1.02906498
1.70864692,1.31069315
0.27467890,0.86129047
1.84502790,1.24111353
0.56901741,0.88671351
0.28524038,0.18873702
1.10613872,1.33108605
0.68640030,1.05435167
1.94475026,1.41975748
0.91635377,0.84230438
0.48724894,1.35701301
0.55309990,1.07603422
0.47579356,0.91448347
3.22312387,0.61330862
0.34836192,0.87695933
0.96102241,0.58131454
0.80823901,1.60911313
1.13329546,0.83829940
0.40966412,1.25517276
0.27087285,0.57374764
0.97324235,1.42999427
1.22100968,0.95403662
0.22150354,1.16680685
2.07138824,0.71235857
0.88004114,1.19606271
1.50267010,1.11330281
0.62404085,0.74284351
1.42151865,0.89903096
0.84172068,1.06685550
0.70208831,0.83635956
1.17931906,0.82989729
0.48781310,0.58339757
1.29694663,2.59945151
0.47860796,0.48962196
0.88775140,0.93747754
1.16564263,0.65188730
1.03709215,1.10794186
0.85364630,1.12044663
0.68510051,0.55762342
1.10116688,1.44064532
0.95197475,0.75776021
1.83319927,0.69796530
0.46825699,1.75549764
1.38294452,0.41018255
0.70152817,0.95674515
1.71852784,1.56975150
0.67211796,0.73527485
2.10870416,1.29471221
0.78894831,1.12687764
1.63921598,0.58227255
0.56355047,1.20464485
0.80821177,0.35547223
0.69892756,0.96474686
0.22017242,1.22290618
1.63822137,1.11024400
0.47701455,1.09530119
0.68235315,1.24857387
1.82744622,0.99759184
0.49555301,1.16710321
1.27243769,0.79487661
1.33631728,0.74756077
1.04320226,0.55949381
0.74393025,1.77353280
0.21068864,1.03204162
0.85285860,0.59962458
1.33982155,0.89977142
1.70066083,0.74116567
0.62038570,1.12119679
0.26662418,1.62298678
0.85726908,0.82343416
1.18113616,1.41106710
0.37525758,0.89287290
1.68378708,0.39652840
0.81783469,1.25950307
1.84127423,1.00639166
1.59384348,0.65185903
0.73683761,0.83042653
1.15498057,1.31677059
0.48554733,0.99134176
0.61514451,1.32934500
1.15983708,1.40114460
1.50462751,0.18483746
1.16122825,1.08190575
0.89774610,1.13519459
1.29652242,1.73270182
1.36162723,0.27971626
0.68790150,0.63637056
0.53258494,1.52487982
1.21950048,0.57089114
0.90899011,1.20631065
1.29318853,0.51027405
0.72164459,1.27348560
0.83577916,1.53043807
0.98716112,1.34319517
0.59996732,0.75719380
0.53299882,0.77619681
2.50839745,0.70116583
0.48653008,1.13485157
0.91051790,0.82980946
1.14214914,0.86217664
2.19958987,1.60381593
0.16302231,0.77585193
1.28735130,0.59794846
0.18232622,1.03738694
1.51403887,1.92514961
1.81329319,0.23516493
0.68889000,1.41342113
0.51758752,0.70176283
0.96928776,1.23099440
0.79308004,1.29623620
0.47902250,0.45862477
1.27821412,0.87305187
0.68715998,0.81188686
0.59562710,0.74993284
1.24475895,1.49997570
0.60762519,1.49336803
1.52922694,0.90559124
1.55825904,0.84011812
0.70185599,1.18248780
1.93185907,0.87659988
1.35477819,0.52392487
0.87372178,1.30505711
0.61393945,1.06327834
0.78001433,0.78756006
0.92948230,1.38985967
0.31565203,0.20129521
1.33841223,1.93339141
2.01573915,0.09111421
0.21014729,1.27211251
0.80782276,1.80270537
0.47547759,0.80619298
0.66414132,1.00317368
1.18601037,0.75747070
0.74973280,0.88724922
0.27162123,0.42514429
1.86036250,1.73996079
1.16694656,0.72167558
1.42752872,0.51622703
1.20955411,1.49266157
1.25239001,1.48999790
1.16189690,0.94924247
1.14053649,0.75156974
0.77364345,0.93160169
0.50025379,0.98195801
0.87154756,0.85608946
1.83279845,1.53466767
0.35838671,0.63882626
0.65404960,1.11553283
1.19480191,0.38948475
0.24489204,1.29632442
1.23254979,0.60457099
0.90414409,1.55628660
0.33995030,1.71964108
1.50427612,0.47020404
1.08703230,0.70436253
1.14050389,1.66647454
1.80212092,0.61489635
0.77456610,0.50344181
1.19853725,1.27620797
0.93781973,0.35422681
0.30365788,1.94857149
1.17108233,0.74269823
0.33665944,0.95646851
1.69800713,0.85987910
2.10523111,1.45522327
1.28082220,0.74314945
0.45716896,1.21089716
0.96636633,0.89879254
1.20440330,1.17023484
0.50797207,0.67868439
0.88749036,1.02400816
1.78847566,0.97878438
0.92340225,0.67757708
0.77939480,0.93203319
0.35990222,1.15103911
1.54193921,1.33255661
0.61841047,1.64300638
0.46548290,0.87002188
1.89524765,0.34279880
0.53420818,0.91023602
0.83568394,0.95100563
0.70019344,1.26359854
1.21274377,1.07369611
0.59422044,0.82903293
0.97173035,0.84216419
1.21781817,1.01586958
1.19024322,0.99919544
0.04247050,1.50076572
1.02321338,0.64347756
0.76608640,0.89716699
0.82121486,1.87309747
1.89336184,0.53729845
0.88815788,0.72478537
0.38782347,0.98223963
0.99797351,1.01669040
1.55003012,0.78360209
2.17036235,0.52063819
0.24518443,1.74228931
0.38376106,1.04458594
1.24960503,1.17940027
1.95408402,0.96658487
1.14168767,0.87826478
0.07419691,1.07970735
1.36136761,1.07481345
1.26715609,0.39143899
0.74415471,1.38223288
0.30936477,0.98343666
2.28673563,1.18583165
1.14606311,0.77948166
0.58509084,0.78685760
1.18801872,0.42350333
0.31873931,2.02369034
1.76362942,1.29463869
1.13464641,0.78926326
1.15031431,1.00790578
1.04360638,0.67895786
0.71042078,1.09591282
1.43484495,1.03341553
1.42003630,0.38540340
0.96470992,1.31483991
0.22510937,1.24887234
1.37260709,0.48605656
0.15191526,1.82307263
1.38256421,0.68257061
0.20140558,1.29682827
0.59533037,0.59470288
0.89134931,0.90186543
1.43327337,1.27853041
0.67869040,1.40398662
0.88217789,0.75131044
1.33123672,0.43684735
0.74366350,0.73651150
1.60103910,1.51266619
1.04835777,0.83755713
0.27611722,0.80176645
2.18259176,1.67151183
0.38768564,1.17810935
1.31668949,0.92701001
0.99425177,0.79691558
1.55448258,1.01960701
0.97490640,0.50662619
0.65800866,0.91152031
0.32759943,1.42994297
1.80584201,1.12065256
1.13841295,0.55092087
1.05955005,1.28647750
0.74663088,0.85659324
1.59274894,1.06276849
1.15987746,1.17629438
0.78994045,1.56098889
0.29606967,0.21713441
1.48990153,1.35092395
0.74655710,0.70628630
1.09789328,1.41125154
1.11485154,0.50778026
1.17083559,0.78233014
0.40557690,1.02943235
0.68523350,0.67366194
1.67379594,2.40283305
0.85514048,0.45802727
0.71340858,0.90461519
0.42258247,1.33911876
0.73130563,0.17565895
1.02030224,1.64003631
1.87901519,0.65136268
1.65995788,0.97287224
0.42460035,1.17508993
0.55804279,1.01668072
0.68929076,0.66481908
1.54081986,0.94736729
0.80347568,1.27475096
1.13562944,1.04653483
1.14792394,1.06518313
1.28278875,1.43723716
0.41043031,0.88239231
1.59174672,0.83845788
1.30100338,0.77993571
1.09631095,0.50887870
0.64741326,1.33243507
2.69089520,0.81310099
0.42664677,1.37350304
0.64623971,1.00714160
0.73484718,0.61105115
0.24788021,1.86885623
1.51381540,0.98029520
0.62681239,0.48435496
0.98718586,0.54980332
0.52310538,1.76559911
1.35666265,0.75024468
1.31693398,1.09516425
0.54510594,0.90314647
0.56830255,0.88341007
0.41059435,0.50038863
1.60173693,1.20240812
1.19363430,1.18096918
1.07550005,1.92608901
2.74840383,0.33919570
0.55341865,1.39407246
0.46048691,0.48415762
0.17789833,0.93351337
1.66688850,1.24945773
0.73552718,0.78353177
1.19220458,0.67988290
1.38352162,1.02632853
0.08402964,1.65937527
0.91682942,0.61180110
1.07492288,1.17710747
0.88608876,0.86902667
1.16551955,0.97225894
1.18028126,1.39302881
1.36302813,0.94025236
0.26905417,1.02988952
0.76748462,0.62343100
1.34888803,1.03492858
0.41820198,1.06288426
0.51010034,0.60821830
1.92699762,1.13671097
0.68330355,0.75423903
1.39527529,1.75809265
0.64460049,1.22569923
2.02062403,0.76436840
0.30406137,0.93354531
0.96254806,1.10314394
0.98918055,0.48169045
0.71126098,0.66986539
1.12426971,1.86572314
1.85975158,0.89924552
1.06540161,0.66217071
1.33017955,0.70318512
0.72825640,1.16278184
1.50841702,1.35877794
0.36626184,1.03537412
0.75322280,1.15450945
1.83754848,0.69207409
1.26497622,1.39585736
0.50367567,0.95961915
0.50546089,0.91533152
0.71828140,0.24773587
1.53133121,1.20720068
0.27081468,0.84940718
1.38592462,1.46248188
1.16316617,0.73908024
0.57885612,1.94248434
1.05669851,0.44492747
1.62335218,0.66088258
0.21651797,1.50580158
1.27261816,0.67928841
0.90039504,0.92644650
1.65227637,1.31069208
0.68071869,0.73311008
0.84602249,0.80259742
0.91321809,1.32505383
1.28719151,0.86273175
0.47717893,0.51673470
0.78331118,1.18371074
1.02635133,1.86198295
0.64226908,1.12356234
1.64768924,0.81069759
0.15289173,0.27799429
1.43580662,1.20125984
1.17641807,1.23664115
0.91991297,0.45236661
1.02022862,1.29757261
1.23300740,0.76071456
1.66363260,1.43464952
0.43451574,0.64931940
2.10392307,1.70242163
0.31184488,0.51299700
0.89534579,1.28916347
1.00028453,0.57935651
0.62742548,1.16000057
0.67780942,1.45573736
1.41313857,0.64800172
0.64290560,0.82823246
0.62239977,1.17793824
1.10800837,0.28981106
1.17111340,0.93502656
1.86995646,1.91034463
0.31732152,0.91102372
0.87961590,1.00925767
1.21713099,1.19885146
1.00990885,1.05154183
0.12686653,0.58132364
2.68557204,0.88100604
0.20801046,0.89130700
1.19800813,0.93472136
0.57747943,1.39449710
1.63247613,1.12045925
1.00001544,0.52675819
0.66188477,0.92673290
0.64354036,1.38547960
1.20932782,1.24627611
0.89828994,0.52118563
1.23712704,1.96558159
0.24835494,0.19812015
0.60370358,1.07387221
2.15603064,0.78790273
1.66554682,1.07050315
0.11515201,1.01486891
1.50164378,0.88333059
1.30529222,0.39162052
0.96162900,1.93705740
1.41932572,1.33837179
1.20234371,1.10317896
0.56259141,0.39448727
0.78690519,0.87008809
0.38537907,0.93832114
1.19207193,1.46565761
1.22144821,0.78986953
0.88574214,0.93097269
2.05643525,0.90671394
0.02933521,0.88888217
0.64668979,1.07570110
1.38438713,0.97458215
0.89743985,1.02918247
0.21463836,1.48858381
0.49844233,1.13309234
2.14228861,0.53988007
0.67386593,1.43922985
1.08065244,0.58933293
1.47032270,0.86318295
0.43253412,0.51656499
0.98079689,1.30665839
1.29986715,1.16733272
1.50632572,1.21219361
0.55975267,0.93722571
1.92000960,0.91042569
0.92373303,1.29720349
0.66305839,1.08884187
0.76382034,0.59514213
1.68060611,1.17072990
0.37318995,0.57281574
0.29117256,1.93840797
1.37650877,0.42155577
0.66595522,0.59407291
0.43093813,0.96777226
1.52409040,1.18293277
0.39957439,0.70735513
0.28331007,2.17500087
1.23563521,0.70591159
1.76282143,0.77878786
0.48596597,1.05268333
1.25402625,0.80075819
1.75445474,0.91462565
0.29356930,0.81458441
1.28821362,1.20611585
0.88375272,1.13016217
1.44151285,0.48681574
1.20757399,1.38209979
0.99020967,1.31838616
0.74444447,0.93816708
2.70743977,0.60081619
0.46548915,1.08328054
0.79277330,1.70934257
1.26736928,0.70009999
1.53035505,0.69123589
0.73937223,1.23679275
0.60245221,0.18129568
1.07761214,1.49260115
0.69598994,0.90095397
1.00019478,0.73027783
0.25610473,1.54513704
2.13156228,1.41526082
0.57062842,0.83512807
0.80013812,0.91258681
0.99342623,0.89388294
0.48109737,0.63668409
0.49789139,1.19892134
1.28531000,0.82059648
0.88247335,1.29834282
0.79971753,1.15026425
0.72078247,0.59915417
1.28213218,0.82084109
1.23968176,0.88049442
1.04865278,2.07396548
1.41497330,0.38424342
0.28247955,1.32571868
0.43419539,0.83970663
1.15679967,1.07291964
1.92422344,0.64662708
2.22738418,1.56516889
0.65848393,0.30453501
0.56428145,0.33103728
1.49322234,1.69304769
1.37853625,1.45452024
0.52139901,0.97115835
1.34461069,0.91637297
1.19577390,1.28090014
0.97821839,0.54065126
0.49774467,0.98996612
1.23674960,1.07432666
0.20763141,1.33611452
1.55748322,0.75241522
0.84039777,0.56892935
0.86534507,1.32219500
0.20321900,0.91017914
0.96813640,0.60951058
1.92047118,1.54207608
1.10807952,0.89148222
0.69540779,1.58938304
0.76418379,1.16132445
1.50507238,0.47404677
0.80572630,0.70316752
1.06804201,0.79238569
0.47326350,1.23107425
1.74512483,0.92732398
1.38159677,1.32374695
0.42660567,0.59843855
0.54731955,0.98649399
0.69777414,1.83673397
1.03286575,0.29213822
0.60743387,1.39782063
2.17734477,0.75875541
0.76793507,0.93193683
1.16332290,1.45900347
0.60669558,0.69013775
0.74958262,0.93598420
2.27239594,0.98800522
0.58558718,0.62409598
0.28641540,0.87257290
0.77993055,1.04750666
1.03111676,1.89799368
1.19178291,1.19279121
1.45589641,0.46060403
0.94510802,0.71251372
1.15067788,1.55389972
0.95773581,0.73970934
1.24445427,0.75138833
0.26085044,0.61563758
1.82614773,1.71790549
0.66265487,0.64201488
0.25699918,1.31009223
2.32210248,0.54459560
0.60692427,1.32294804
0.88885419,0.75968832
0.87750125,1.63326458
0.71679766,1.09601559
0.83377217,0.37210091
2.19327764,1.61264584
0.75378636,0.36182123
1.55775961,0.96103352
0.51133179,0.91715081
0.65696833,0.94051228
0.44612432,1.28051866
0.67142234,0.66012383
1.90075529,1.73552412
0.81431703,1.18341653
1.01310339,0.75164340
0.84458429,0.70736084
0.68838044,0.92160785
1.36150744,0.72795550
0.56806848,1.71585482
1.41420209,0.82706856
0.47142403,0.79482984
0.83087516,0.74366312
0.80971788,0.76231375
0.09550041,1.55755760
1.89130660,0.89324628
1.19747800,1.13934917
0.22447224,1.52331294
1.23070452,0.44355245
2.22294972,1.49374830
0.59816149,0.37229330
0.22789150,0.91550800
1.08910497,1.03655046
1.96942543,0.83724744
0.28392885,0.84831835
1.17536484,1.65135880
0.85052993,1.01214576
0.67882436,0.66793523
1.58721760,1.51470173
1.07363337,0.46301036
1.67295725,1.26712326
0.29486687,1.11944475
1.37798615,1.00874417
0.38834787,0.45720176
1.97575570,1.31316400
1.17742341,1.33638514
0.96913231,0.24623610
0.63809018,1.04316230
0.61073318,0.64571635
1.08382383,2.27513916
0.91904079,0.79550058
0.92229228,1.00846663
0.81025966,0.81161957
0.57222004,0.88228751
0.31899397,0.69705599
3.29872081,1.11219851
0.81418624,1.22020412
1.14136098,0.54531176
0.71060965,1.43169048
1.26788503,0.96177719
1.14207582,0.50479031
0.23521602,1.90362763
1.02376557,0.78927515
1.18937056,0.53365782
0.89115205,1.27738376
0.71139695,1.41248473
1.31249228,1.02859401
1.57796292,0.36358872
0.51550906,1.09093993
0.34163378,0.46993416
1.55099552,1.33846668
1.59721428,1.01187886
0.77568810,1.29710916
1.68112271,1.23411856
0.50470871,0.90740713
0.86313093,1.37242446
0.62747773,0.42559086
0.45193340,0.92547572
1.37538435,0.92680896
1.50715240,0.96698853
0.53165961,1.44230014
0.45511782,0.69234803
1.16105410,0.84933916
0.30389928,1.21247942
0.84412521,0.60097554
1.38425114,1.22473358
1.57289863,1.45847101
1.26276929,1.33811641
0.92496956,0.73069218
0.76058825,0.39243441
0.55825935,1.28026713
1.94884652,1.19044087
0.62251940,0.45355301
0.44725058,1.06837254
0.94367994,0.87811380
1.14697334,1.04595917
0.88455940,1.74413891
0.62793994,1.14116396
1.61815053,0.48733095
0.80522807,0.64658192
1.28712949,1.69706358
0.68816388,0.44814401
1.12341569,1.24364104
0.77736669,1.23743299
2.20584987,0.53482406
0.29551600,1.18089091
0.56607317,0.39686392
1.92019699,1.51618306
0.55050732,0.66252591
1.90784965,1.73725076
0.76095726,0.79218905
1.25643168,1.47960165
0.14454850,0.47506267
1.31379071,1.08047887
1.49047521,1.02030530
0.49594623,0.32008358
1.66720413,0.87379326
0.54992270,2.06561226
0.65129464,0.49928146
0.51518816,0.65539675
1.88794086,1.39462627
0.37594062,1.08418030
1.08247813,1.39823664
1.58224186,0.45101284
0.13765919,0.98072840
1.87136360,1.37392322
0.43548491,0.86283959
2.17195782,1.01532936
0.73133248,0.63443152
1.40242515,1.09907931
0.41408168,0.67970956
0.92148744,0.81410688
0.41125839,1.75869634
1.02138803,1.38065262
0.71256509,0.84424496
0.56595300,0.96602773
2.02806082,0.42017241
0.40542312,1.12970025
0.89457617,1.20739761
1.53992466,0.89321854
1.03509963,0.87736977
0.63017391,0.83621063
0.51700853,1.30366168
1.85014150,1.11922040
1.03699127,0.59615571
1.09356795,1.23862627
1.01009339,1.09498321
0.22605686,1.18781733
1.53755602,1.45487904
1.32426603,0.47293719
1.21803061,0.53299250
0.25548618,1.19412166
0.77796604,0.97758454
1.33765584,0.94716171
0.43892520,0.56934443
2.02874705,1.65520240
0.34926360,1.18180780
1.69755420,0.85601822
0.56498524,1.33396322
1.71678017,0.81616493
0.07353422,0.92778936
1.06863401,0.29639836
0.56575063,1.63047844
1.52646377,0.96851534
0.96360319,1.26773870
1.69598335,0.55821582
0.90010354,0.75243945
1.12709083,0.75746350
0.72133954,1.56142348
0.06708357,1.52935788
1.78932364,0.70791161
0.46042841,0.94314923
1.04332706,1.14206317
0.32164224,0.94363417
2.02123557,0.94577494
0.86911771,0.27848997
0.02598476,1.41716052
1.55216183,0.68844556
1.22144069,1.53734439
0.34246513,0.79262347
1.24208673,1.38637861
1.53466281,0.89350020
0.66474375,0.97145029
0.75269227,0.59335102
2.07592214,1.63740252
0.94751608,0.78403445
0.58707769,0.98529123
0.82450844,0.85166593
1.14543632,0.78340974
0.66775537,1.01058660
1.07830860,1.10303218
2.06358154,0.89645726
0.58789674,0.66998742
1.59978283,2.58371846
0.57561703,0.23782410
0.37932413,0.76447758
1.39210356,1.20444444
1.37145709,0.51821696
1.33894782,1.00874523
0.68956727,1.22349752
0.46080526,0.84238930
0.93705161,1.38030992
0.67235684,0.47544342
0.67316548,1.01258574
0.73278051,1.63657631
2.35609596,0.56110086
1.01292385,1.18950795
0.13393797,1.21524679
1.18504618,0.83675496
1.10560424,0.83018690
1.27617532,1.68584374
0.59567357,0.16395422
0.48540854,0.83377210
0.73261946,0.79435211
1.40138899,1.08553608
1.25320101,1.58097396
1.99415889,1.31519615
0.66220223,0.71946363
0.65000033,0.96352298
0.84903438,1.07632909
1.39089394,1.05428697
0.88670570,0.61463185
1.38201153,0.84947282
0.42765335,1.36359510
0.61053099,0.92944504
0.61812765,1.07393019
1.11006359,0.77637795
1.11003196,0.63924352
1.90089175,1.56702395
0.69330517,0.87125919
0.64918711,1.58041325
0.91754812,0.76241210
2.27395428,1.33100084
0.15241433,0.19622893
1.06315454,0.90504919
0.75365371,1.12651705
0.85166962,1.26901442
1.09057363,0.39640120
0.62470987,1.33576506
1.44581196,0.98727214
1.34760342,1.65703166
1.25870397,0.84483985
0.62113809,0.84434283
0.57068387,0.77799432
0.59291517,0.64767693
0.97361407,1.92875843
1.68237154,0.62949174
0.19141492,1.07470422
1.58849065,0.14744758
0.37460135,1.85474759
0.91475626,0.25727966
0.67307496,0.99057333
1.18784603,1.86346749
3.17744635,0.90072239
1.45108332,1.03166621
0.68615521,1.27717370
1.09879952,0.29277033
0.66444133,1.42877094
0.10118737,0.42223887
1.53884349,1.07599768
0.29544411,0.79105642
2.09590850,1.59909542
0.41703652,0.83268642
1.37497302,1.33710684
1.43638974,0.12102145
0.69263148,1.70779545
0.26085943,1.19141941
0.23617905,0.77003124
1.81769764,0.92695391
0.11905225,1.12381410
1.21623918,0.90681497
0.48433546,0.88515036
0.83715724,1.05504288
0.85637322,0.67322136
0.61826038,0.58216930
1.32319858,1.61773925
1.77889698,1.56897793
0.14771041,0.93565688
0.62971792,1.03443376
1.14765121,0.52285476
2.53182327,0.91718947
1.33013503,1.28264523
1.18337573,0.38493344
1.02414748,1.81053088
1.09881831,0.76259917
1.14882130,0.40762955
1.36166824,1.18101013
0.77152698,1.41966734
0.70807684,1.06167677
0.16945096,0.60859637
1.74785458,1.30456956
0.32906510,1.43294585
1.94618107,0.87144851
0.27243848,0.60212826
1.53518520,0.98230028
0.97173657,0.80720140
1.46480794,0.60758486
1.04346552,1.62381340
1.50562828,0.73509751
0.20891613,1.15822413
0.81839120,1.53621862
1.17458228,0.81611276
0.17348897,0.85119399
0.97047058,0.83318661
0.58526171,1.21404498
0.96147004,0.77095167
1.66350011,0.83424729
0.61859122,1.58536720
0.72165984,0.67298572
0.86759197,0.65172491
1.37406339,1.24900456
1.62990489,0.35377653
0.64224684,1.79675481
1.60701240,1.74274511
0.35579431,0.41697424
1.11763808,0.80176830
1.31430441,0.89235778
1.26977913,1.30246361
0.58592164,0.72903560
0.85432207,0.77649976
1.19507183,0.81869439
0.87822209,1.23180482
0.79362762,1.34617503
0.96713586,0.90862281
1.55137865,1.08181459
0.60900523,1.12907331
1.49047819,0.68243362
0.73818092,0.96726523
1.60582678,1.38581144
0.69941286,1.03035242
0.45377226,0.64978553
0.71015531,1.04637338
0.79175130,0.62781151
1.54091894,0.94364343
0.62127883,1.38009011
1.68552067,0.61045704
0.66723603,2.10709483
0.88931924,0.13508742
0.57926256,1.85490237
0.98428027,0.78792539
1.15350293,0.34705920
1.04479448,0.69197938
1.22120337,1.27671291
0.64189693,1.45430967
1.33062302,0.61018749
0.88497072,1.12426575
1.50412737,0.91377903
0.05380934,0.74759106
1.76054038,1.70065104
0.63406219,0.76209760
1.28685093,0.93387184
0.61097338,1.27102031
1.26703669,0.93109534
0.45829660,0.91006026
1.12511619,0.80244211
2.45382047,0.90902674
0.38725678,1.12433485
0.76482917,0.44604513
0.24307437,0.96843136
2.62635270,2.27630180
1.17119824,0.63282643
0.70571446,0.88599243
1.33289516,0.73213764
0.51872852,1.34210516
0.83970050,0.52674832
1.30096452,1.39504910
0.11105388,0.85493982
2.26225442,0.61574677
0.49439390,1.49175622
0.83859681,0.74484621
0.20748889,0.92706397
2.98065089,0.87248840
0.26823886,1.18900903
0.48554129,1.56700996
1.68407830,0.94180452
0.80162725,0.86885012
0.79394867,0.96691924
0.96873705,0.66862822
0.75542289,1.07418651
0.31940121,0.54063260
0.66281550,1.23271236
1.42686774,1.38822431
0.42243773,0.64966130
1.66599128,1.09919587
0.11024715,1.64983573
1.78510497,0.68711775
0.26145269,0.81349647
0.75173143,1.08732597
1.70724651,0.50409173
1.77039219,1.70960155
0.85040848,0.98272683
1.05309594,0.73401908
0.67522552,0.70778967
1.14800996,0.62060423
1.12270068,1.33189899
1.17173196,1.35701683
0.90933641,1.04961858
1.92822415,1.57178087
0.37236756,0.45609993
1.01133265,0.93714179
0.43757011,0.96380940
1.38061036,1.10424408
0.48178479,0.55155056
1.46261269,0.88338182
0.72501167,1.47650962
1.02121095,0.86252004
1.97301684,0.94094339
1.24784314,1.44995391
0.29867999,0.72109350
0.89189638,0.62725867
0.48161293,1.70976180
0.87784508,0.99290161
1.32867174,0.83161278
0.75430145,0.89272321
1.54832200,0.56099347
1.05705018,1.52542033
0.62795450,0.72155783
0.92722726,0.56693606
1.17467206,1.06888900
0.77889632,1.57864143
1.08178212,1.54017656
1.69869488,0.78735402
0.77543258,0.57713485
0.39621121,0.91493476
1.55994121,1.26977713
0.66212654,0.32369369
1.01442818,1.63332526
0.67399435,0.82747378
1.41907589,1.21290211
0.92587148,0.36503902
0.72537254,1.23995273
1.53787006,0.95930573
1.42278582,1.72342200
0.52780211,0.60082728
0.17186631,0.86565374
0.88446068,1.45085443
1.60360502,0.95270891
0.70649104,0.92258913
1.32704340,0.28753328
1.10320585,1.15964319
1.22439999,0.80404813
1.12560700,1.19934193
1.38542125,1.74935606
0.72557428,0.33587722
0.09967485,1.44291778
1.02888812,0.91118521
1.53459286,1.20449403
0.37235449,0.51781826
1.53780075,0.87655260
0.81122750,1.46353366
1.09087329,1.03049298
0.57857666,0.36639622
1.36913793,1.38151883
1.43048117,0.98732960
1.16660815,0.50636533
0.58024489,1.11115287
1.08455886,1.75316723
0.78701131,1.29970220
0.90428043,0.56385365
0.37093209,0.94710401
1.02287434,0.89506620
1.34466798,0.43453742
1.03025040,1.76805881
1.98098862,0.38391544
0.08838989,1.24462105
2.33097677,0.62816543
0.20228966,1.68506527
0.94829498,0.94888310
1.35556611,1.04940424
1.66751357,0.88823303
1.00535037,0.64045207
0.13375796,1.55384464
1.79898196,0.99545432
0.16929634,0.70494591
0.20524105,1.23279643
1.13892511,0.64385681
0.93359762,0.54478154
1.46731703,1.42161758
1.29019088,0.68346326
0.97679208,1.85563983
0.34055752,0.90005648
0.94784340,1.01466063
0.55713203,0.83324973
1.99581093,1.23234318
2.42402385,0.66270473
0.65160860,0.68455886
0.43622212,0.82889782
0.15089062,1.52751205
0.84912417,1.37281880
1.57656485,0.43818221
0.29742282,0.50519579
1.03636204,1.64798105
0.94138522,1.23817345
1.28819823,0.69920823
1.18984819,1.53134120
0.45525469,0.73741201
0.76786875,0.57827318
1.33208354,1.61622985
0.60711934,0.44747557
0.81066078,0.78845641
0.91742631,0.90642673
1.39388317,1.24172217
0.71590348,0.85702893
0.22905005,1.84060923
1.49980982,0.92896673
1.40745623,0.81863057
1.49889190,0.85514445
0.66164020,0.38881796
0.80893333,1.72984607
3.53051872,0.90412563
0.85705124,0.80406821
0.36138013,1.21355756
0.61486034,0.37048544
0.57065454,1.33855716
1.50720479,1.07053958
1.14533569,0.97617298
0.85558359,0.96304641
0.12193191,1.63190779
1.15333499,1.06288442
0.82223601,0.53400745
1.14844522,0.96217076
2.54265994,0.76314385
0.61286102,1.01195550
1.02319014,0.76776689
0.81233872,1.23544572
0.59139950,1.08033402
1.04578993,1.18272413
0.99051716,1.00830004
1.53473014,0.89798804
0.34525837,1.53220914
0.81071499,0.33357374
1.07255971,1.16645519
0.71551361,0.83425680
0.55974096,1.40134217
1.17576653,0.74045716
1.03407746,1.13646934
1.00680728,0.53973041
0.46437799,0.93310606
1.13860475,0.61666742
0.60609306,2.46862976
0.89706421,0.54551880
1.14002064,0.93899529
1.44268564,0.91132954
1.06247948,1.34968621
0.99655803,0.24593544
0.09204375,1.24577674
1.18567258,0.73886788
1.13906748,1.24564009
2.18109043,0.96226681
0.47788754,0.94049181
0.81742907,1.30658972
1.59491369,0.88247453
0.07724068,0.93657924
0.68479252,1.33737574
2.05882774,0.47732977
